num,slug,sk,code,name,time_val,unit,skill,abnormal,grossWeight,wgt,spawn,cycle_val,standard,material,raw,raw_mfr,one_box,pallet,tape,box,bag,etc,keyword
533,9257,SK9257,801594,エコンボックスバックルS,25,10,0.23,10,17.5ｇ,7.2 ±0.2,2,21.9,21.9,PP,PP J704UG,5,1000,"","","",0.03 X 1300 X 1100,ｻﾝﾎﾞｯｸｽ56A-2 / 横持ち,"SK9257,801594,エコンボックスバックルS,えこんぼっくすばっくるS,エコンボックスバックルS,ekonbokkusubakkuruS,ekonbokkusubakkuruS,ekonbokkusubakkuruS"
534,9264,SK9264,200137,エコンボックス#1.5H,40,10,0.19,0,129.2ｇ,129 ±2.5,1,21,20.1,PP,PP J226UM,35,"",700,"","","","ゲート上
パレット積み：700個(5 x 7 x 20段)","SK9264,200137,エコンボックス#15H,えこんぼっくすしゃーぷ15H,エコンボックスシャープ15H,ekonbokkusushaapu15H,ekonbokkususyaapu15H,ekonbokkusushaapu15H"
535,9265,SK9265,700138,エコンボックス#1.5Hフタ,50,12,0.2,6,55ｇ,55 ±1.5,1,20.7,20.8,PP,PP J226UM,33,144,"","","","",ｻﾝﾎﾞｯｸｽ56A-2,"SK9265,700138,エコンボックス#15Hフタ,えこんぼっくすしゃーぷ15Hふた,エコンボックスシャープ15Hフタ,ekonbokkusushaapu15Hfuta,ekonbokkususyaapu15Hfuta,ekonbokkusushaapu15Hfuta"
536,9266,SK9266,801596,エコンボックスバックルSS,35,10,0.16,15,6.3ｇ,4.4 ±0.2,1,21.8,21.8,PP,PP J704UG,5,300,"","","","",ｻﾝﾎﾞｯｸｽ#13,"SK9266,801596,エコンボックスバックルSS,えこんぼっくすばっくるSS,エコンボックスバックルSS,ekonbokkusubakkuruSS,ekonbokkusubakkuruSS,ekonbokkusubakkuruSS"
537,9313,SK9313,802858,豆腐カップ 80TR,35,10,0.65,0,43.4ｇ,21.7 ±0.4,2,10.69,9.5,PP,PP J226UM,35,"","",ｸﾗﾌﾄHH,豆腐カップ80ＴＲ,0.03 X 1300 X 1100,？パレット/専用箱/1100*1300袋,"SK9313,802858,豆腐カップ80TR,とうふかっぷ80TR,トウフカップ80TR,toufukappu80TR,toufukappu80TR,tofukappu80TR"
538,9324,SK9324,860085,保管トート T1 フラップ,47,10,0.16,0,217.9ｇ,105.5 ±2,2,59.64,59.7,ポリアセタール,POM M90-44,9,120,2400,"","","","","SK9324,860085,保管トートT1フラップ,ほかんとーとT1ふらっぷ,ホカントートT1フラップ,hokantootoT1furappu,hokantootoT1furappu,hokantootoT1furappu"
539,9351,SK9351,860086,電源口蓋,未登録,未登録,未登録,未登録,54.7ｇ,52 ±0.7,1,22.31,21.8,PP,PP J3056HP,30,60,1440,"",ﾃﾞﾝｹﾞﾝｸﾁﾌﾀ ﾎﾝﾀｲ / ﾃﾞﾝｹﾞﾝｸﾁﾌﾀ ﾊﾟｯﾄ,ﾐﾅﾌｫｰﾑ(375 X 622),"梱包：ﾊﾟｯﾄ5枚 / ﾐﾅﾌｫｰﾑ5枚 / 60個
仮保管：ｻﾝﾎﾞｯｸｽ56A-2 / ﾐﾅﾌｫｰﾑ6枚 / 72個入り","SK9351,860086,電源口蓋,でんげんくちふた,デンゲンクチフタ,dengenkuchifuta,dengenkutifuta,dengenkuchifuta,未登録"
540,9363,SK9363,801671 801672,エンジントレーT-12 C-2•D-2,未登録,未登録,未登録,未登録,93ｇ,36.5 ±1 / 51.5 ±1,1,37.3,34.5,PP,PP J704UG,5,50,"",ｸﾗﾌﾄII,ﾊﾝﾃﾞｲﾎﾞﾂｸｽ T-3 6ｹﾑｼﾞ（枠有り）,0.03 X 850 X 900,"","SK9363,801671801672,エンジントレーT12C2D2,えんじんとれーT12C2D2,エンジントレーT12C2D2,enjintoreeT12C2D2,enzintoreeT12C2D2,enjintoreeT12C2D2,未登録"
541,9443,SK9443,813125,TLコンパレッターF#270 ロック,未登録,未登録,未登録,未登録,37ｇ,35.5+1,1,30.4,28.2,PP,PP J704UG,5,250,4000,"","","",ｻﾝｸﾚｯﾄ#80,"SK9443,813125,TLコンパレッターF#270ロック,TLこんぱれったーFしゃーぷ270ろっく,TLコンパレッターFシャープ270ロック,TLkonparettaaFshaapu270rokku,TLkonparettaaFsyaapu270rokku,TLkomparettaaFshaapu270rokku,未登録"
542,9480,SK9480,806201,ゴキブリキャップ 本体 4号型,10,300,0.04,0,16.08ｇ,2.01 ±0.03,8,6.9,6.8,PE,PE 1608J,18,3000,60000,CLGKB: ｸﾗﾌﾄII / YE201: ｸﾗﾌﾄ白II / BRSS7 : OPP茶II,ｺﾞｷﾌﾞﾘｷｬｯﾌﾟ ﾎﾝﾀｲ / ｺﾞｷﾌﾞﾘｷｬｯﾌﾟ ｼｷｶﾞﾐ,"",上下ポリシート,"SK9480,806201,ゴキブリキャップ本体4号型,ごきぶりきゃっぷほんたい4ごうがた,ゴキブリキャップホンタイ4ゴウガタ,gokiburikyappuhontai4gougata,gokiburikyappuhontai4gougata,gokiburikyappuhontai4gougata"
543,9481,SK9481,806202,ゴキブリキャップ 蓋 4号型,10,300,0.03,0,16.24ｇ,2.03 ±0.03,8,9,8.8,PE,PE 1608J,18,3000,60000,CLGKB: ｸﾗﾌﾄII / YE201: ｸﾗﾌﾄ白II / BRSS7 : OPP茶II,ｺﾞｷﾌﾞﾘｷｬｯﾌﾟ ﾌﾀ / ｺﾞｷﾌﾞﾘｷｬｯﾌﾟ ｼｷｶﾞﾐ,"",上下ポリシート,"SK9481,806202,ゴキブリキャップ蓋4号型,ごきぶりきゃっぷふた4ごうがた,ゴキブリキャップフタ4ゴウガタ,gokiburikyappufuta4gougata,gokiburikyappufuta4gougata,gokiburikyappufuta4gougata"
544,9486,SK9486,800833,ニューバスケット 把手,25,5,0.14,0,45.9ｇ,42.5 ±1,1,34.9,33,PP,PP J704UG,5,75,"","","",0.03 X 1300 X 1100,"箱の中央にシートパレットを置く
ｻﾝﾎﾞｯｸｽ56A-2 / 横持ち","SK9486,800833,ニューバスケット把手,にゅーばすけっとはしゅ,ニューバスケットハシュ,nyuubasukettohashu,nyuubasukettohasyu,nyuubasukettohashu"
545,9487,SK9487,103065,ニューバスケット ベルト,20,10,0.11,0,8.01ｇ,7.15 ±0.2,1,18.5,10.7,PP,PP J704UG,5,300,"","","",0.03 X 1300 X 1100,バラ入れ / ｻﾝﾎﾞｯｸｽ56A-2 / 横持ち,"SK9487,103065,ニューバスケットベルト,にゅーばすけっとべると,ニューバスケットベルト,nyuubasukettoberuto,nyuubasukettoberuto,nyuubasukettoberuto"
546,9516,SK9516,860129,洗浄トレー KC-3,未登録,未登録,未登録,未登録,313.8ｇ,313 ±5,1,32.48,31.3,PP,PP J705UG,9,25,800,"","","","","SK9516,860129,洗浄トレーKC3,せんじょうとれーKC3,センジョウトレーKC3,senjoutoreeKC3,senjoutoreeKC3,senjoutoreeKC3,未登録"
547,9554,SK9554,802869,豆腐カップ-80,20,30,0.09,0,6.8ｇ,6.8 ±0.3,1,7.57,6.3,ホモPP,PP J106G,15,1400,33600,ｸﾗﾌﾄHH,豆腐カップ80 / 豆腐カップ80パット,0.03 X 1300 X 1100,"ﾍﾟﾀﾝｺC-60B-B / 0.01 X 1000 X 1400
#1のパレット？/専用箱/1100*1300袋/上下ポリシート","SK9554,802869,豆腐カップ80,とうふかっぷ80,トウフカップ80,toufukappu80,toufukappu80,tofukappu80"
548,9555,SK9555,802859,豆腐カップ-100,25,30,0.11,0,8.6ｇ,8.6 ±0.3,1,7.8,6.4,ホモPP,PP J106G,15,1200,28800,ｸﾗﾌﾄHH,豆腐カップ100 / 豆腐カップ100パット,0.03 X 1300 X 1100,"ﾍﾟﾀﾝｺC-60B-B / 0.01 X 1000 X 1400
#1のパレット？/専用箱/1100*1300袋/上下ポリシート","SK9555,802859,豆腐カップ100,とうふかっぷ100,トウフカップ100,toufukappu100,toufukappu100,tofukappu100"
549,9558,SK9558,802868,豆腐カップ-60T,25,30,0.12,0,11.4ｇ,11.4 ±0.3,1,7.1,7.1,ホモPP,PP J106G,15,1000,24000,ｸﾗﾌﾄHH,豆腐カップ60T / 豆腐カップ60Tパット,0.03 X 1300 X 1100,"ﾍﾟﾀﾝｺC-60B-B / 0.01 X 1000 X 1400
？パレット/専用箱/1100*1300袋","SK9558,802868,豆腐カップ60T,とうふかっぷ60T,トウフカップ60T,toufukappu60T,toufukappu60T,tofukappu60T"
550,9560,SK9560,802864,プラスチックスライド CNL20,40,10,0.28,0,2.37ｇ,1.14 ±0.02,1,14.3,14.3,ナイロン,PA ｱﾐﾗﾝ CM3001-N,-,"","",ｸﾗﾌﾄHH,ﾊﾝﾃﾞｲﾎﾞﾂｸｽ T-3 6ｹﾑｼﾞ（枠有り）,0.03 X 420 X 800,"","SK9560,802864,プラスチックスライドCNL20,ぷらすちっくすらいどCNL20,プラスチックスライドCNL20,purasuchikkusuraidoCNL20,purasutikkusuraidoCNL20,purasuchikkusuraidoCNL20"
551,9560,SK9560,802865,プラスチックスライド CNL30,20,10,0.13,0,3.01ｇ,1.74 ±0.03,1,15.08,15.5,ナイロン,PA ｱﾐﾗﾝ CM3001-N,-,"","",ｸﾗﾌﾄHH,ﾊﾝﾃﾞｲﾎﾞﾂｸｽ T-3 6ｹﾑｼﾞ（枠有り）,0.03 X 420 X 800,"","SK9560,802865,プラスチックスライドCNL30,ぷらすちっくすらいどCNL30,プラスチックスライドCNL30,purasuchikkusuraidoCNL30,purasutikkusuraidoCNL30,purasuchikkusuraidoCNL30"
552,9560,SK9560,802866,プラスチックスライド CNL60,未登録,未登録,未登録,未登録,4.75ｇ,3.56 ±0.05,1,15.5,15.9,ナイロン,PA ｱﾐﾗﾝ CM3001-N,-,500,"",ｸﾗﾌﾄHH,ﾊﾝﾃﾞｲﾎﾞﾂｸｽ T-3 6ｹﾑｼﾞ（枠有り）,0.03 X 420 X 800,"","SK9560,802866,プラスチックスライドCNL60,ぷらすちっくすらいどCNL60,プラスチックスライドCNL60,purasuchikkusuraidoCNL60,purasutikkusuraidoCNL60,purasuchikkusuraidoCNL60,未登録"
553,9561,SK9561,802867,プラスチックスライド NLL20,30,10,0.12,0,2.19ｇ,1.21 ±0.02,1,25.88,25.9,PE,PE ﾘｭﾌﾞﾏｰ L5000,0.02,"","",ｸﾗﾌﾄHH,ﾊﾝﾃﾞｲﾎﾞﾂｸｽ T-3 6ｹﾑｼﾞ（枠有り）,0.03 X 420 X 800,"","SK9561,802867,プラスチックスライドNLL20,ぷらすちっくすらいどNLL20,プラスチックスライドNLL20,purasuchikkusuraidoNLL20,purasutikkusuraidoNLL20,purasuchikkusuraidoNLL20"
554,9632,SK9632,801597,エコンボックス#Nバックル,未登録,未登録,未登録,未登録,32.4ｇ,15.5 ±0.5,2,21.5,20.9,PP,PP J704UG,5,500,"","","",0.03 X 1300 X 1100,ｻﾝｸﾚｯﾄ#80 / 横持ち,"SK9632,801597,エコンボックス#Nバックル,えこんぼっくすしゃーぷNばっくる,エコンボックスシャープNバックル,ekonbokkusushaapuNbakkuru,ekonbokkususyaapuNbakkuru,ekonbokkusushaapuNbakkuru,未登録"
555,9673,SK9673,860148,BIN 段積みパーツ,30,20,0.24,0,37.3ｇ,18.2 ±0.4,2,"",12.6,再生PP,再生PP,5～55,"","","","","","","SK9673,860148,BIN段積みパーツ,BINだんつみぱーつ,BINダンツミパーツ,BINdantsumipaatsu,BINdantumipaatu,BINdantsumipaatsu"
556,9688,SK9688,802870,プリンカップ 100,151,120,0.76,0,24ｇ,6 ±0.2,4,6.62,6,ホモPP,PP J106G,15,1440,34560,ｸﾗﾌﾄHH,ﾌﾟﾘﾝｶｯﾌﾟ100 / ﾌﾟﾘﾝｶｯﾌﾟ100 ﾊﾟｯﾄ,0.03 X 1000 X 1400,上下ポリシート,"SK9688,802870,プリンカップ100,ぷりんかっぷ100,プリンカップ100,purinkappu100,purinkappu100,purinkappu100"
557,9708,SK9708,806201,ゴキブリキャップ 本体 5号型,10,300,0.04,0,16.08ｇ,2.01 ±0.03,8,6.9,6.8,PE,PE 1608J,18,3000,60000,CLGKB: ｸﾗﾌﾄII / YE201: ｸﾗﾌﾄ白II / BRSS7 : OPP茶II,ｺﾞｷﾌﾞﾘｷｬｯﾌﾟ ﾎﾝﾀｲ / ｺﾞｷﾌﾞﾘｷｬｯﾌﾟ ｼｷｶﾞﾐ,"",上下ポリシート,"SK9708,806201,ゴキブリキャップ本体5号型,ごきぶりきゃっぷほんたい5ごうがた,ゴキブリキャップホンタイ5ゴウガタ,gokiburikyappuhontai5gougata,gokiburikyappuhontai5gougata,gokiburikyappuhontai5gougata"
558,9709,SK9709,806202,ゴキブリキャップ 蓋 5号型,10,300,0.03,0,16.24ｇ,2.03 ±0.03,8,9,8.7,PE,PE 1608J,18,3000,60000,CLGKB: ｸﾗﾌﾄII / YE201: ｸﾗﾌﾄ白II / BRSS7 : OPP茶II,ｺﾞｷﾌﾞﾘｷｬｯﾌﾟ ﾌﾀ / ｺﾞｷﾌﾞﾘｷｬｯﾌﾟ ｼｷｶﾞﾐ,"",上下ポリシート,"SK9709,806202,ゴキブリキャップ蓋5号型,ごきぶりきゃっぷふた5ごうがた,ゴキブリキャップフタ5ゴウガタ,gokiburikyappufuta5gougata,gokiburikyappufuta5gougata,gokiburikyappufuta5gougata"
559,9745,SK9745,561483,オリコンラックEP29B-K 扉上,60,10,0.2,0,54.3ｇ,53.5 ±1,1,30.5,30.5,PP,PP J226U(97.5%) / ｴﾚｽﾄﾏｽﾀｰ320(2.5%),-,200,"","","","","帯電防止剤MB：ｴﾚｽﾄﾏｽﾀｰ320を2.5%添加必要
ｻﾝﾎﾞｯｸｽ56A-2 / 横持ち","SK9745,561483,オリコンラックEP29BK扉上,おりこんらっくEP29BKとびらうえ,オリコンラックEP29BKトビラウエ,orikonrakkuEP29BKtobiraue,orikonrakkuEP29BKtobiraue,orikonrakkuEP29BKtobiraue"
560,9746,SK9746,561484,オリコンラックEP29B-K 扉下,60,10,0.22,0,74.7ｇ,73.5 ±1,1,27.43,27.4,PP,PP J226U(97.5%) / ｴﾚｽﾄﾏｽﾀｰ320(2.5%),-,124,"","","","","帯電防止剤MB：ｴﾚｽﾄﾏｽﾀｰ320を2.5%添加必要
ｻﾝﾎﾞｯｸｽ56A-2 / 横持ち","SK9746,561484,オリコンラックEP29BK扉下,おりこんらっくEP29BKとびらした,オリコンラックEP29BKトビラシタ,orikonrakkuEP29BKtobirashita,orikonrakkuEP29BKtobirasita,orikonrakkuEP29BKtobirashita"
561,9812,SK9812,860178,リールトレー180MS用ストッパー,32,10,0.34,0,10ｇ,4.1+0.1-0.3(1) / 4.1 ±0.2(2),2,18.8,18.8,PC,PC 粉砕303-22,22,2000,"","","",0.03 X 1300 X 1100,"乾燥機使用
バラ入れ / ｻﾝﾎﾞｯｸｽ56A-2 / 横持ち","SK9812,860178,リールトレー180MS用ストッパー,りーるとれー180MSようすとっぱー,リールトレー180MSヨウストッパー,riirutoree180MSyousutoppaa,riirutoree180MSyousutoppaa,riirutoree180MSyousutoppaa"
562,9820,SK9820,200628,ハンディーBOX PRB-2型 本体,未登録,未登録,未登録,未登録,137.7ｇ,136 ±2,1,35,35,PP(BC03),BC03BSW,30,20,"","","",0.03 X 1300 X 1100 / HD 0.01 X 410 X 540,"専用ﾆｯﾊﾟｰでｹﾞｰﾄｶｯﾄ
ｻﾝﾎﾞｯｸｽ56A","SK9820,200628,ハンディーBOXPRB2型本体,はんでぃーぼっくすPRB2がたほんたい,ハンディーボックスPRB2ガタホンタイ,handiibokkusuPRB2gatahontai,handiibokkusuPRB2gatahontai,handeiibokkusuPRB2gatahontai,未登録"
563,9821,SK9821,200629,ハンディーBOX PRB-2型 フタ,未登録,未登録,未登録,未登録,103.8ｇ,102 ±2,1,25.59,21.7,PP(BC03),BC03BSW,30,28,"","","",0.03 X 1300 X 1100 / HD 0.01 X 410 X 540,"専用ﾆｯﾊﾟｰでｹﾞｰﾄｶｯﾄ
ｻﾝﾎﾞｯｸｽ56A","SK9821,200629,ハンディーBOXPRB2型フタ,はんでぃーぼっくすPRB2がたふた,ハンディーボックスPRB2ガタフタ,handiibokkusuPRB2gatafuta,handiibokkusuPRB2gatafuta,handeiibokkusuPRB2gatafuta,未登録"
564,9822,SK9822,701653,サンペールK#13T 蓋 4型,100,10,0.35,0,167.3ｇ,167 ±3,1,28.8,27.1,PP,PP J705UG,9,40,480,ｸﾗﾌﾄII,ｻﾝﾍﾟｰﾙ K#13T ﾌﾀ,"","","SK9822,701653,サンペールK#13T蓋4型,さんぺーるKしゃーぷ13Tふた4がた,サンペールKシャープ13Tフタ4ガタ,sanpeeruKshaapu13Tfuta4gata,sanpeeruKsyaapu13Tfuta4gata,sampeeruKshaapu13Tfuta4gata"
565,9889,SK9889,801124,カード差し MS-1型,8,10,0.09,0,3.1ｇ,3.1 ±0.2,1,8.8,8.8,PP,PP J224U,5,3000,18000,OPP透明II,ﾀﾞﾝﾎﾞｰﾙ ﾘｰﾙﾄﾚｰ180MS,0.03 X 1150 X 1500(A棟),ラップ巻いてからラベル2種貼付,"SK9889,801124,カード差しMS1型,かーどさしMS1がた,カードサシMS1ガタ,kaadosashiMS1gata,kaadosasiMS1gata,kaadosashiMS1gata"
566,9893,SK9893,201694,オリタタミばんじゅうEP15B-S レバー,50,10,0.23,0,26.6ｇ,26 ±1,1,22,18.2,PP,PP J705UG,9,306,6120,"","","","平面17個 X 18段
ｻﾝﾎﾞｯｸｽ56A-2","SK9893,201694,オリタタミばんじゅうEP15BSレバー,おりたたみばんじゅうEP15BSればー,オリタタミバンジュウEP15BSレバー,oritatamibanjuuEP15BSrebaa,oritatamibanjuuEP15BSrebaa,oritatamibanjuuEP15BSrebaa"
567,10005,SK10005,860148,BIN Stacking Parts (BIN 段積みパーツ),30,20,0.18,0,37.1ｇ,17.9 ±0.5,2,16.88,11,再生PP,再生PP,5～55,300,"","","",0.03 X 1300 X 1100,ｻﾝﾎﾞｯｸｽ56A-2 / 横持ち,"SK10005,860148,BINStackingParts(BIN段積みパーツ),BINStackingParts(BINだんつみぱーつ),BINStackingParts(BINダンツミパーツ),BINStackingParts(BINdantsumipaatsu),BINStackingParts(BINdantumipaatu),BINStackingParts(BINdantsumipaatsu)"
568,10052,SK10052,860256,針捨てBOX-ナビスはりぽっとん 本体,25,5,0.19,0,239.2ｇ,239 ±5,1,27,22.2,PP,BC03BSW,30,"",560,"","","",パレット積み：560個(4 x 7 x 20段),"SK10052,860256,針捨てBOXナビスはりぽっとん本体,はりすてぼっくすなびすはりぽっとんほんたい,ハリステボックスナビスハリポットンホンタイ,harisutebokkusunabisuharipottonhontai,harisutebokkusunabisuharipottonhontai,harisutebokkusunabisuharipottonhontai"
569,10053,SK10053,860257,針捨てBOX-ナビスはりぽっとん フタ,50,10,0.12,0,116.5ｇ,108.5 ±1.5,1,40.1,36.6,PP,PP J226U,20,22,"","","",0.03 X 1300 X 1100,"裏向き保管
ｻﾝﾎﾞｯｸｽ56A-2","SK10053,860257,針捨てBOXナビスはりぽっとんフタ,はりすてぼっくすなびすはりぽっとんふた,ハリステボックスナビスハリポットンフタ,harisutebokkusunabisuharipottonfuta,harisutebokkusunabisuharipottonfuta,harisutebokkusunabisuharipottonfuta"
570,10054,SK10054,860258,針捨てBOX-ナビスはりぽっとん 中フタ,60,11,0.21,0,58.2ｇ,58.2 ±1,1,25.58,25.6,PP,PP J226U,20,44,"","","",0.03 X 1300 X 1100,ｻﾝﾎﾞｯｸｽ56A-2,"SK10054,860258,針捨てBOXナビスはりぽっとん中フタ,はりすてぼっくすなびすはりぽっとんなかふた,ハリステボックスナビスハリポットンナカフタ,harisutebokkusunabisuharipottonnakafuta,harisutebokkusunabisuharipottonnakafuta,harisutebokkusunabisuharipottonnakafuta"
571,10082,SK10082,801125 801126,カード差し 175型,未登録,未登録,未登録,未登録,16.4ｇ,16.4 ±0.5,1,16.9,16.9,PP,PP J224U,5,250,"","","","","突起2個がAタイプ、突起6個がBタイプ
ｻﾝｸﾚｯﾄ#80 / 横持ち","SK10082,801125801126,カード差し175型,かーどさし175がた,カードサシ175ガタ,kaadosashi175gata,kaadosasi175gata,kaadosashi175gata,未登録"
572,10116,SK10116,860284,アトムバルブ 本体,未登録,未登録,未登録,未登録,86.6ｇ,83.8 ±1,1,44.9,44.9,HDPE,HDPE 2100JH(指定),9,92,"","","",0.03 X 1300 X 1100,"水漏れ対策で重量厳守 / 並べて入れる
ｻﾝﾎﾞｯｸｽ56A-2","SK10116,860284,アトムバルブ本体,あとむばるぶほんたい,アトムバルブホンタイ,atomubarubuhontai,atomubarubuhontai,atomubarubuhontai,未登録"
573,10117,SK10117,860285,アトムバルブ キャップ,未登録,未登録,未登録,未登録,25.5ｇ,25.5 ±1,1,46.2,42.7,PP(BC03),BC03BSW,30,"","","","","","","SK10117,860285,アトムバルブキャップ,あとむばるぶきゃっぷ,アトムバルブキャップ,atomubarubukyappu,atomubarubukyappu,atomubarubukyappu,未登録"
574,10118,SK10118,860286,アトムバルブ 弁,未登録,未登録,未登録,未登録,15.7ｇ,13.2 ±0.3,1,27,27,FRPP(ガラス30%入),GF301(ガラス30%),3,250,"","","",0.03 X 850 X 900,バラ入れ / ｻﾝﾎﾞｯｸｽ#13,"SK10118,860286,アトムバルブ弁,あとむばるぶべん,アトムバルブベン,atomubarububen,atomubarububen,atomubarububen,未登録"
575,10119,SK10119,860287,アトムバルブ 軸,未登録,未登録,未登録,未登録,5.3(樹脂部)ｇ,18.8 ±0.3（軸4 ±0.1、軸芯14.8 ±0.2）,1,22.66,21,FRPP(ガラス30%入),GF301(ガラス30%),3,250,"","","",0.03 X 850 X 900,"手取り成形・軸芯(SUS304製)をインサート
バラ入れ / ｻﾝﾎﾞｯｸｽ#13","SK10119,860287,アトムバルブ軸,あとむばるぶじく,アトムバルブジク,atomubarubujiku,atomubarubuziku,atomubarubujiku,未登録"
576,10120,SK10120,860288,アトムバルブ レバー付根,未登録,未登録,未登録,未登録,6.5ｇ,5.6 ±0.3,1,25.78,22.9,FRPP(ガラス30%入),GF301(ガラス30%),3,500,"","","",0.03 X 850 X 900,バラ入れ / ｻﾝﾎﾞｯｸｽ#13,"SK10120,860288,アトムバルブレバー付根,あとむばるぶればーつけね,アトムバルブレバーツケネ,atomubaruburebaatsukene,atomubaruburebaatukene,atomubaruburebaatsukene,未登録"
577,10121,SK10121,860289,アトムバルブ レバー持手,未登録,未登録,未登録,未登録,6.7ｇ,5.5 ±0.3,1,17.7,15.7,FRPP(ガラス30%入),GF301(ガラス30%),3,500,"","","",0.03 X 850 X 900,バラ入れ / ｻﾝﾎﾞｯｸｽ#13,"SK10121,860289,アトムバルブレバー持手,あとむばるぶればーもちて,アトムバルブレバーモチテ,atomubaruburebaamochite,atomubaruburebaamotite,atomubaruburebaamochite,未登録"
578,10131,SK10131,860297,エコンストッカー バックルS,15,10,0.13,0,45.9ｇ,20.7 ±1,2,23.4,23.4,PP,PP J704UG,5,500,"","","",0.03 X 1300 X 1100,ｻﾝﾎﾞｯｸｽ56A-2,"SK10131,860297,エコンストッカーバックルS,えこんすとっかーばっくるS,エコンストッカーバックルS,ekonsutokkaabakkuruS,ekonsutokkaabakkuruS,ekonsutokkaabakkuruS"
579,10145,SK10145,860302,エコンストッカー#1000 ハンドル,30,10,0.04,0,94.4ｇ,90 ±4,1,82.08,72.1,PP,PP J704UG,5,80,1600,"","",0.03 X 1300 X 1100,ｻﾝﾎﾞｯｸｽ56A-2 (8 x 10段),"SK10145,860302,エコンストッカー#1000ハンドル,えこんすとっかーしゃーぷ1000はんどる,エコンストッカーシャープ1000ハンドル,ekonsutokkaashaapu1000handoru,ekonsutokkaasyaapu1000handoru,ekonsutokkaashaapu1000handoru"
580,10146,SK10146,860303,エコンストッカー　バックルL,28,10,0.08,0,40.2ｇ,38.7 ±1.5,1,33.6,33.6,PP,PP J704UG,5,200,"","","",0.03 X 1300 X 1100,ｻﾝﾎﾞｯｸｽ56A-2 (バラ入れ),"SK10146,860303,エコンストッカーバックルL,えこんすとっかーばっくるL,エコンストッカーバックルL,ekonsutokkaabakkuruL,ekonsutokkaabakkuruL,ekonsutokkaabakkuruL"
581,10147,SK10147,860304,エコンストッカー#1000 キャスターS,17,10,0.07,0,18.2ｇ,17 ±1,1,23.6,23.6,PP,PP J704UG,5,810,1600,"","",0.03 X 1300 X 1100,ｻﾝﾎﾞｯｸｽ56A-2 （9個×6列）×15段 / 横持ち,"SK10147,860304,エコンストッカー#1000キャスターS,えこんすとっかーしゃーぷ1000きゃすたーS,エコンストッカーシャープ1000キャスターS,ekonsutokkaashaapu1000kyasutaaS,ekonsutokkaasyaapu1000kyasutaaS,ekonsutokkaashaapu1000kyasutaaS"
582,10148,SK10148,860305,エコンストッカー#1000 キャスターL,25,10,0.07,0,76.9ｇ,74.6 ±2,1,35.1,35.1,PP,PP J704UG,5,138,1600,"","",0.03 X 1300 X 1100,ｻﾝﾎﾞｯｸｽ56A-2（6個×3列+5個）×6段 / 横持ち,"SK10148,860305,エコンストッカー#1000キャスターL,えこんすとっかーしゃーぷ1000きゃすたーL,エコンストッカーシャープ1000キャスターL,ekonsutokkaashaapu1000kyasutaaL,ekonsutokkaasyaapu1000kyasutaaL,ekonsutokkaashaapu1000kyasutaaL"
583,10180,SK10180,860314,アトムバルブ下部配管ストッパー,未登録,未登録,未登録,未登録,45.8ｇ,44.2 ±0.5,1,29.5,29.5,PP,PP J704UG,5,100,2500,OPP透明II,ｱﾄﾑﾊﾞﾙﾌﾞ下部配管ｽﾄｯﾊﾟｰ,"","","SK10180,860314,アトムバルブ下部配管ストッパー,あとむばるぶかぶはいかんすとっぱー,アトムバルブカブハイカンストッパー,atomubarubukabuhaikansutoppaa,atomubarubukabuhaikansutoppaa,atomubarubukabuhaikansutoppaa,未登録"
